T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
-2.95,1000.3,71.3,1,Normal,0.5151457333084892
-2.95,1000.21,71.1,1,Normal,0.5141427843522066
-3.02,1000.11,71.9,1,Normal,0.5109638986069404
-2.44,999.99,69.22,1,Normal,0.5160114336816101
-2.3,999.93,66.65,1,Normal,0.5205840500491321
-2.66,999.89,69.81,1,Normal,0.5157033534743509
-1.98,999.8,69.52,1,Normal,0.5068347585006396
-0.81,999.72,63.93,1,Normal,0.5200502952027094
-1.38,999.6,63.52,1,Normal,0.5270636296299592
-2.5,999.56,66.11,1,Normal,0.5193051622887787
-2.42,999.47,66.71,1,Normal,0.516412771391977
-2.29,999.41,66.83,1,Normal,0.5151784919826565
-2.34,999.31,63.23,1,Normal,0.5330485403437777
-2.44,999.28,65.2,1,Normal,0.5212579819218401
-1.93,999.2,65.19,1,Normal,0.5215332142116776
-2.18,999.18,64.17,1,Normal,0.524709298644744
-2.42,999.15,64.38,1,Normal,0.5265128125117807
-0.89,999.07,61.6,1,Normal,0.5466255603763304
-0.47,999.08,59.13,1,Normal,0.5547434223235962
-0.65,999.07,59.69,1,Normal,0.5544238608497393
-0.65,998.98,56.9,1,Normal,0.5593792542417215
-0.36,998.95,58.38,1,Normal,0.5508685464944736
-0.19,998.94,56.88,1,Normal,0.5578895388413629
-0.73,998.94,58.55,1,Normal,0.553087430582215
-1.21,998.94,59.83,1,Normal,0.5555882748578589
-1.72,998.95,61.13,1,Normal,0.5554170605001691
-2.05,998.94,62.73,1,Normal,0.5378562735785196
-2.4,998.95,63.66,1,Normal,0.5330764476214574
-2.71,999.03,64.87,1,Normal,0.5303130715040438
-2.98,999.03,66.53,1,Normal,0.5274839655798029
-3.36,998.95,69.47,1,Normal,0.5215561032300022
-3.68,998.98,72.1,1,Normal,0.5059628254194496
-3.84,999.04,71.8,1,Normal,0.5126785519439023
-3.95,998.97,72.2,1,Normal,0.5073230210193518
-3.95,998.94,69.31,1,Normal,0.5259585465579456
-3.88,998.94,67.19,1,Normal,0.5298028654763743
-3.75,998.99,64.6,1,Normal,0.5391094858782652
-3.73,999.04,64.3,1,Normal,0.5396658899875025
-3.79,999.02,65.48,1,Normal,0.5361550902031336
-3.85,998.95,66.17,1,Normal,0.5283366244962538
-4.03,998.98,68.14,1,Normal,0.5298028654763743
-4.08,998.98,68.52,1,Normal,0.5305072401509504
-4.06,998.98,67.86,1,Normal,0.5298028654763743
-4.1,998.94,67.22,1,Normal,0.5337606059028034
-4.14,998.94,71.5,1,Normal,0.5144842483753765
-4.35,998.95,74.9,1,Normal,0.501507372362075
-4.48,998.95,73.8,1,Normal,0.5034518455114608
-4.45,998.92,73.7,1,Normal,0.5031113320888407
-4.54,998.9,75.0,1,Normal,0.5016034555466405
-4.58,998.94,75.0,1,Normal,0.5016034555466405
-4.55,998.93,75.4,1,Normal,0.49788287566724565
-4.7,998.82,77.6,1,Normal,0.4911284473328987
-4.92,998.72,78.8,1,Normal,0.49176345547649175
-4.79,998.72,79.6,1,Normal,0.49001548908523546
-4.93,998.7,79.4,1,Normal,0.4912219723249595
-5.1,998.7,81.3,1,Normal,0.48989640094788495
-5.49,998.7,82.0,1,Normal,0.49019092651354934
-5.64,998.7,82.3,1,Normal,0.4902171909907259
-5.8,998.7,82.9,1,Normal,0.49003976380248077
-6.09,998.7,84.4,1,Normal,0.4849913152020397
-6.19,998.72,84.4,1,Normal,0.4849913152020397
-6.4,998.69,84.7,1,Normal,0.48933987881995544
-6.56,998.69,85.1,1,Normal,0.48966176370646464
25.0,998.6,85.6,1,Normal,0.553343753501702
-6.85,998.6,86.2,1,Normal,0.4934908455019863
-7.06,998.61,86.6,1,Normal,0.4955200864991461
-7.12,998.57,87.2,1,Normal,0.4911608463503752
-7.3,998.55,87.3,1,Normal,0.4935894758026679
-7.45,998.57,87.8,1,Normal,0.49602059889756445
-7.58,998.58,88.4,1,Normal,0.4954148555518432
-7.68,998.58,88.7,1,Normal,0.4972061235746581
-7.79,998.58,88.9,1,Normal,0.49968929177518545
-7.9,998.58,89.0,1,Normal,0.5025290821055921
-8.07,998.49,89.1,1,Normal,0.5059546970362657
-8.26,998.47,89.3,1,Normal,0.5075827575586415
-8.44,998.58,89.7,1,Normal,0.5116138484788202
-8.63,998.59,90.0,1,Normal,0.5112678146244237
-8.8,998.51,90.3,1,Normal,0.5140222784843943
-8.97,998.46,90.3,1,Normal,0.5208791338166034
-9.12,998.48,90.4,1,Normal,0.522717558149382
-9.24,998.46,90.6,1,Normal,0.524488870306479
-9.38,998.46,90.6,1,Normal,0.5248438523729984
-9.54,998.47,90.5,1,Normal,0.5262661848384894
-9.67,998.47,90.7,1,Normal,0.5274346919336441
-9.79,998.54,90.7,1,Normal,0.5266049363401241
-9.95,998.47,90.6,1,Normal,0.5301902187050437
-10.08,998.36,90.7,1,Normal,0.5305866591345476
-10.2,998.35,90.7,1,Normal,0.5305866591345476
-10.34,998.34,90.8,1,Normal,0.5383739087200665
-10.5,998.34,90.7,1,Normal,0.5387382883923479
-10.6,998.28,90.8,1,Normal,0.5391029146823489
-10.72,998.33,90.8,1,Normal,0.5454149683830025
-10.73,998.34,90.8,1,Normal,0.5454149683830025
-10.89,998.34,90.7,1,Normal,0.5477537566185918
-10.98,998.34,90.9,1,Normal,0.5488666938208836
-11.06,998.34,90.9,1,Normal,0.5488666938208836
-11.12,998.34,90.9,1,Normal,0.5488666938208836
-11.13,998.32,90.9,1,Normal,0.5488666938208836
-11.08,998.26,90.8,1,Normal,0.5488666938208836
-11.01,998.31,90.5,1,Normal,0.5476507051196616
-10.97,998.34,90.3,1,Normal,0.5457245896363405
-10.83,998.34,90.1,1,Normal,0.54273580696517
-10.73,998.35,89.8,1,Normal,0.5416667436837508
-10.7,998.34,89.3,1,Normal,0.5369587458840586
-10.72,998.34,89.2,1,Normal,0.5369587458840586
-10.65,998.31,89.3,1,Normal,0.5307445555234527
-10.59,998.22,89.2,1,Normal,0.5307445555234527
-10.5,998.26,89.1,1,Normal,0.5307445555234527
-10.44,998.34,88.8,1,Normal,0.5298384067162188
-10.43,998.26,88.3,1,Normal,0.5286172550894593
-10.42,998.22,88.3,1,Normal,0.5289750313097628
-10.36,998.2,88.3,1,Normal,0.5289750313097628
-10.28,998.14,88.3,1,Normal,0.5275861766916286
-10.28,998.19,88.0,1,Normal,0.5299594938173334
-10.25,998.21,88.1,1,Normal,0.5283335819172693
-10.18,998.22,88.3,1,Normal,0.5201840653632723
-10.07,998.22,88.4,1,Normal,0.5201840653632723
-10.08,998.22,87.9,1,Normal,0.5225240845021115
-10.06,998.22,88.1,1,Normal,0.5218174973873625
-9.94,998.3,87.9,1,Normal,0.5225240845021115
-9.77,998.34,87.9,1,Normal,0.5186567890837153
-9.62,998.34,87.5,1,Normal,0.5196813419145313
-9.49,998.49,87.0,1,Normal,0.5219393307696053
-9.55,998.6,86.4,1,Normal,0.5248729326813614
-9.47,998.69,86.4,1,Normal,0.5248729326813614
-8.87,998.72,86.1,1,Normal,0.5180842699747962
-8.13,998.71,83.6,1,Normal,0.5166684557783692
-7.56,998.66,80.8,1,Normal,0.5138287953924207
-6.91,998.59,78.5,1,Normal,0.510269730183784
-6.56,998.57,76.4,1,Normal,0.5098102391871824
-6.31,998.5,75.6,1,Normal,0.5079350746319721
-6.0,998.44,74.5,1,Normal,0.5105209749620518
-5.58,998.35,73.6,1,Normal,0.5063501407292682
-5.44,998.21,73.6,1,Normal,0.5028934781870996
-5.27,998.16,73.7,1,Normal,0.5047116877454504
-4.97,998.04,73.8,1,Normal,0.4980587129888527
-3.92,998.1,71.4,1,Normal,0.5046505696215178
-3.37,998.21,68.62,1,Normal,0.5151281503011107
-3.3,998.25,69.13,1,Normal,0.5140836247562524
-2.59,998.33,67.52,1,Normal,0.5090145364881585
-2.05,998.32,66.09,1,Normal,0.5082982933528387
-1.86,998.33,65.66,1,Normal,0.5120147556743724
-1.65,998.3,66.43,1,Normal,0.508986574267776
-0.94,998.21,65.16,1,Normal,0.5034656970752119
-0.35,998.09,63.08,1,Normal,0.516813913594483
0.18,997.99,61.45,1,Normal,0.5294767394620671
-0.14,998.08,61.23,1,Normal,0.534432610872091
0.13,997.99,59.16,1,Normal,0.5374238791359376
0.21,997.97,58.26,1,Normal,0.5353709785573763
0.07,997.87,58.93,1,Normal,0.5351996351119731
0.66,997.93,58.08,1,Normal,0.5363416437272883
0.3,997.85,57.17,1,Normal,0.5403465060046725
-0.02,997.84,59.38,1,Normal,0.5346417397538167
-0.19,997.68,59.06,1,Normal,0.537828511644558
-0.24,997.59,59.85,1,Normal,0.537828511644558
0.62,997.57,55.93,1,Normal,0.5430534423821534
1.5,997.41,52.9,1,Normal,0.5467448344163324
1.13,997.36,50.77,1,Normal,0.557927913357398
0.52,997.25,51.7,1,Normal,0.5534530996348358
0.18,997.33,52.1,1,Normal,0.558005376301345
0.14,997.34,52.57,1,Normal,0.5568088303533659
0.7,997.34,50.07,1,Normal,0.5624806255821132
0.45,997.22,50.49,1,Normal,0.5578413267071185
0.8,997.19,49.68,1,Normal,0.5570789373891396
1.44,997.2,49.33,1,Normal,0.5581775211165141
1.65,997.29,50.91,1,Normal,0.5511702629763172
1.66,997.28,52.42,1,Normal,0.5484880574236893
1.31,997.21,52.37,1,Normal,0.5492401423178935
0.3,997.04,56.2,1,Normal,0.5405360625546477
-0.09,996.98,58.53,1,Normal,0.535462953017512
-0.14,996.99,59.35,1,Normal,0.5349590055449073
-0.15,997.16,60.23,1,Normal,0.5319772906335896
0.04,997.22,60.0,1,Normal,0.5272239689484067
0.39,997.22,58.98,1,Normal,0.5297633977881299
0.22,997.21,59.17,1,Normal,0.5308397818141394
-0.04,997.24,60.22,1,Normal,0.529463747649309
-0.27,997.3,62.15,1,Normal,0.5259542307554292
-0.54,997.23,63.58,1,Normal,0.5125971373999835
-0.83,997.27,64.48,1,Normal,0.5069621960559217
-1.08,997.32,66.93,1,Normal,0.5012583762759448
-1.36,997.23,69.03,1,Normal,0.4954215316317777
-1.55,997.26,69.98,1,Normal,0.49475328292265114
-1.58,997.35,69.99,1,Normal,0.49314336382670054
-1.64,997.38,70.4,1,Normal,0.488527075673842
-1.64,997.36,70.3,1,Normal,0.488527075673842
-1.55,997.35,69.46,1,Normal,0.49803632623510957
-1.49,997.34,68.95,1,Normal,0.4983706842300333
-1.57,997.29,68.87,1,Normal,0.5039394443855242
-1.59,997.25,68.84,1,Normal,0.5039394443855242
-1.57,997.26,67.57,1,Normal,0.5074826259332788
-1.6,997.27,66.96,1,Normal,0.5102369196774187
-1.64,997.35,67.4,1,Normal,0.505831285763231
-1.57,997.34,67.18,1,Normal,0.5082326374803309
-1.59,997.27,67.35,1,Normal,0.5085137394347261
-1.59,997.27,67.46,1,Normal,0.5074826259332788
-1.58,997.24,67.08,1,Normal,0.5093033901319521
-1.55,997.21,66.65,1,Normal,0.5094126444437379
-1.4,997.14,65.04,1,Normal,0.5117684809876969
-1.3,997.12,64.85,1,Normal,0.5102197424105744
-16.3,997.09,64.32,1,Normal,0.6242590889520835
-1.27,997.03,63.11,1,Normal,0.5193865885601592
-1.23,997.03,62.47,1,Normal,0.5236199384643954
-1.24,997.01,62.47,1,Normal,0.5236199384643954
-1.24,997.09,62.74,1,Normal,0.5213644852868639
-1.28,997.19,63.15,1,Normal,0.520644586532741
-1.28,997.25,63.53,1,Normal,0.51793690297698
-1.22,997.25,63.36,1,Normal,0.5193405175355754
-1.24,997.23,64.49,1,Normal,0.5092147868557259
-1.35,997.3,69.16,1,Normal,0.49673523624469773
-1.74,997.39,75.3,1,Normal,0.46964690642534684
-1.93,997.38,79.1,1,Normal,0.46279814707907435
-2.12,997.31,82.4,1,Normal,0.4572255964657398
-2.3,997.29,85.3,1,Normal,0.4455516639794325
-2.39,997.19,86.9,1,Normal,0.44682646815367955
-2.48,997.1,88.0,1,Normal,0.44647178470354926
-2.46,997.1,88.7,1,Normal,0.44637478595630947
-2.44,997.01,88.8,1,Normal,0.4452618218750369
-2.4,996.93,88.9,1,Normal,0.44736133445598747
-2.45,996.86,89.5,1,Normal,0.4480043392331334
-2.51,996.86,90.2,1,Normal,0.44817717781233646
-2.45,996.85,90.7,1,Normal,0.45239559963881026
-2.4,996.78,91.0,1,Normal,0.44980996321330147
-2.35,996.63,91.5,1,Normal,0.4480110797124494
-2.31,996.61,91.8,1,Normal,0.4465326716836652
-2.29,996.52,92.2,1,Normal,0.4522428310656796
-2.24,996.41,92.4,1,Normal,0.4540888494569417
-2.43,996.37,92.5,1,Normal,0.45616700082178896
-2.64,996.41,93.5,1,Normal,0.45869522615880387
-2.67,996.36,94.2,1,Normal,0.46331929825465096
-2.77,996.3,94.8,1,Normal,0.46049292196227737
-2.75,996.24,95.3,1,Normal,0.46941917499848856
-2.77,996.13,95.6,1,Normal,0.47164679205385684
-2.77,996.12,95.8,1,Normal,0.4745745822836558
-2.77,996.07,96.1,1,Normal,0.4762237940878807
-2.77,995.91,96.2,1,Normal,0.47800206202733797
-2.77,995.87,96.4,1,Normal,0.47871648738667494
-2.71,995.83,96.6,1,Normal,0.4774226668422581
-2.71,995.82,96.7,1,Normal,0.4774226668422581
-2.63,995.84,96.9,1,Normal,0.4782755249267079
-2.58,995.78,96.9,1,Normal,0.4782755249267079
-2.52,995.75,97.0,1,Normal,0.4782755249267079
-2.45,995.75,97.1,1,Normal,0.48272660010221685
-2.41,995.75,97.2,1,Normal,0.4827947077177277
-2.28,995.75,97.3,1,Normal,0.48129426835012534
-2.21,995.85,97.3,1,Normal,0.48129426835012534
-2.12,995.76,97.4,1,Normal,0.4838093010147213
-1.99,995.74,97.5,1,Normal,0.48259950151000586
-1.92,995.74,97.4,1,Normal,0.4809572495931557
-1.91,995.77,97.5,1,Normal,0.4834458030890097
-1.84,995.81,97.5,1,Normal,0.4834458030890097
-1.71,995.88,97.8,1,Normal,0.4823976472931596
-1.48,995.88,97.8,1,Normal,0.4799717722399615
-1.39,995.9,97.7,1,Normal,0.4801903670806448
-1.25,995.88,97.7,1,Normal,0.47794045508874694
-1.15,995.85,97.8,1,Normal,0.4769713350475113
-1.04,995.87,97.7,1,Normal,0.47794045508874694
-0.89,995.91,97.9,1,Normal,0.4777892230481472
-0.63,995.97,97.9,1,Normal,0.47544582304680494
-0.54,995.9,97.6,1,Normal,0.4747460300896653
-0.55,995.9,97.6,1,Normal,0.4747460300896653
-0.32,995.94,97.8,1,Normal,0.47232390128181084
-0.12,996.02,97.4,1,Normal,0.4678277319509604
-0.06,996.02,97.3,1,Normal,0.4666101704828047
0.11,996.02,96.9,1,Normal,0.4611754449844664
0.19,996.01,96.2,1,Normal,0.45717266096945947
-0.07,995.98,95.3,1,Normal,0.45010118495469187
-0.35,995.97,95.0,1,Normal,0.44482979875123296
-0.44,995.93,95.3,1,Normal,0.45194477088693247
-0.32,995.99,95.2,1,Normal,0.45003476868202485
-0.18,996.07,95.2,1,Normal,0.4508040783869393
0.04,996.29,95.1,1,Normal,0.4438930434365521
0.27,996.24,94.8,1,Normal,0.4413832961202777
9.957458957887225,996.25,94.4,1,Normal,0.43464014489314634
0.47,996.23,93.8,1,Normal,0.4364700239981137
0.56,996.08,93.4,1,Normal,0.4374088631337498
0.71,996.01,92.9,1,Normal,0.43947086612664754
0.84,996.16,92.4,1,Normal,0.43533801138486944
1.02,996.29,91.6,1,Normal,0.42849896875244925
1.1,996.36,90.7,1,Normal,0.42790406690418226
1.28,996.33,90.3,1,Normal,0.4262117681018433
1.64,996.24,89.8,1,Normal,0.41926329007064
1.95,996.29,88.7,1,Normal,0.4199006036133252
2.32,996.31,87.5,1,Normal,0.42193868101392135
2.53,996.36,86.0,1,Normal,0.42016905438455715
2.48,996.37,85.4,1,Normal,0.42287627917989007
2.33,996.36,86.2,1,Normal,0.4212871837878917
2.11,996.42,86.5,1,Normal,0.4208045454948661
1.97,996.37,87.3,1,Normal,0.4214001730230438
2.23,996.37,88.1,1,Normal,0.42109492383431163
2.32,996.44,86.7,1,Normal,0.42236549241769683
2.28,996.46,87.6,1,Normal,0.42372148865435594
2.1,996.48,88.6,1,Normal,0.4232362729461767
1.96,996.45,89.6,1,Normal,0.4216358934701562
1.9,996.34,90.2,1,Normal,0.421838829751312
1.86,996.24,90.8,1,Normal,0.4271048789908203
1.98,996.24,91.0,1,Normal,0.42393056322887995
2.15,996.22,90.9,1,Normal,0.42675480689498657
2.14,996.24,90.7,1,Normal,0.4252476164493997
2.0,996.24,90.8,1,Normal,0.4257952552836758
1.65,996.2,91.9,1,Normal,0.4272692749285488
1.52,996.12,92.9,1,Normal,0.43540511134272547
1.5,996.2,93.5,1,Normal,0.43295261282662456
1.45,996.31,93.6,1,Normal,0.4337531397456154
1.47,996.33,93.8,1,Normal,0.4362167466901035
1.49,996.29,94.0,1,Normal,0.43839566977000305
1.65,996.36,94.0,1,Normal,0.44120080789739113
1.63,996.28,94.0,1,Normal,0.4411903409286486
1.59,996.25,93.9,1,Normal,0.4380712699102637
1.64,996.34,94.0,1,Normal,0.4413141431107443
1.65,996.34,93.9,1,Normal,0.4389975277172805
1.47,996.27,94.2,1,Normal,0.43996319649238524
1.38,996.29,94.6,1,Normal,0.4420468906694493
1.36,996.35,94.9,1,Normal,0.44102132441131286
1.36,996.4,95.1,1,Normal,0.4408061992213641
1.38,996.54,95.2,1,Normal,0.443837136196953
1.28,996.61,94.9,1,Normal,0.44191163549145235
1.705296216987866,996.72,94.9,1,Normal,0.4427550154588225
1.1,996.78,94.9,1,Normal,0.44191163549145235
1.06,996.86,94.9,1,Normal,0.44525862867672655
1.03,996.88,94.9,1,Normal,0.44525862867672655
0.97,996.89,95.1,1,Normal,0.4451557583680429
0.92,996.97,95.2,1,Normal,0.4467626686418399
0.9,996.99,95.4,1,Normal,0.4495064658582681
0.95,997.08,95.7,1,Normal,0.4539035455975419
1.03,997.31,95.8,1,Normal,0.4586342560618853
1.06,997.35,95.8,1,Normal,0.45751546180787983
1.09,997.35,95.9,1,Normal,0.4567953550739205
1.12,997.36,96.0,1,Normal,0.45680729410534804
1.16,997.37,96.1,1,Normal,0.45680729410534804
1.24,997.39,96.2,1,Normal,0.45649832907407356
1.34,997.47,96.1,1,Normal,0.45649832907407356
1.39,997.47,96.0,1,Normal,0.45649832907407356
1.44,997.5,95.8,1,Normal,0.4538666877870119
1.5,997.6,95.6,1,Normal,0.4516774348522066
1.5,997.67,95.4,1,Normal,0.45251518336257407
1.5,997.71,95.3,1,Normal,0.4513563424459223
1.5,997.74,95.2,1,Normal,0.45005742057305426
1.47,997.83,95.2,1,Normal,0.45102434814719694
1.43,997.96,95.3,1,Normal,0.45468267390823497
1.43,998.08,95.3,1,Normal,0.45468267390823497
1.44,998.13,95.3,1,Normal,0.45468267390823497
1.49,998.21,95.2,1,Normal,0.45228913989059816
1.46,998.25,95.1,1,Normal,0.4506124241326713
1.43,998.33,95.0,1,Normal,0.4513484546536849
1.43,998.33,95.0,1,Normal,0.4513484546536849
1.43,998.44,95.0,1,Normal,0.4534501894046756
1.43,998.45,95.0,1,Normal,0.4534501894046756
1.46,998.46,95.1,1,Normal,0.4524045372170126
1.49,998.54,95.0,1,Normal,0.4537570914085339
1.49,998.64,95.1,1,Normal,0.4531173774685656
1.46,998.7,95.3,1,Normal,0.45511891860186926
1.43,998.71,95.5,1,Normal,0.45628741979531673
1.38,998.71,95.8,1,Normal,0.4601827288724952
1.37,998.79,96.0,1,Normal,0.4620316486552153
1.38,998.73,96.1,1,Normal,0.4620316486552153
1.38,998.74,96.3,1,Normal,0.4617191500926515
1.43,998.71,96.3,1,Normal,0.4601763734009936
1.43,998.7,96.4,1,Normal,0.4616001535767203
1.44,998.76,96.5,1,Normal,0.4616001535767203
1.5,998.82,96.6,1,Normal,0.4616001535767203
1.53,998.81,96.6,1,Normal,0.4616001535767203
1.55,998.94,96.7,1,Normal,0.4616970329690882
1.63,998.95,96.7,1,Normal,0.46304118834154745
1.7,998.97,96.6,1,Normal,0.46438088430851177
1.65,999.05,96.5,1,Normal,0.4651141139563465
1.57,999.08,96.4,1,Normal,0.4643919185760797
1.55,999.18,96.4,1,Normal,0.46518894268772404
1.56,999.18,96.4,1,Normal,0.46518894268772404
1.56,999.26,96.6,1,Normal,0.46592192694328666
1.49,999.29,96.6,1,Normal,0.4652265958885813
1.4,999.23,96.6,1,Normal,0.4667863038396256
1.37,999.22,96.8,1,Normal,0.46776525030982324
1.37,999.19,96.9,1,Normal,0.4670293661542399
1.36,999.23,97.0,1,Normal,0.4686574092909573
1.37,999.3,97.1,1,Normal,0.4686574092909573
1.37,999.38,97.1,1,Normal,0.4689746037731634
1.36,999.41,97.0,1,Normal,0.4689746037731634
1.3,999.5,97.0,1,Normal,0.47086505666172473
1.24,999.54,96.9,1,Normal,0.4699686950959522
1.18,999.57,96.9,1,Normal,0.47067111372663134
1.16,999.56,96.9,1,Normal,0.47067111372663134
1.16,999.58,96.8,1,Normal,0.47067111372663134
1.16,999.63,96.8,1,Normal,0.47067111372663134
1.11,999.75,96.6,1,Normal,0.46968608581978816
1.1,999.83,96.5,1,Normal,0.4710702437136673
1.08,999.92,96.4,1,Normal,0.4759161674509075
16.02,1000.0,96.3,1,Normal,0.51793506690025
0.82,1000.04,96.2,1,Normal,0.47564638236221574
0.61,1000.05,96.2,1,Normal,0.4781781354235929
0.36,1000.09,96.2,1,Normal,0.47812278160657906
0.25,1000.13,96.5,1,Normal,0.4819950688975663
0.23,1000.17,96.6,1,Normal,0.4829743962632221
0.23,1000.21,96.8,1,Normal,0.4822560898930953
0.29,1000.29,96.9,1,Normal,0.48314899544871526
0.35,1000.3,96.9,1,Normal,0.4821884250297591
0.4,1000.37,96.9,1,Normal,0.4817946836705459
0.43,1000.43,96.7,1,Normal,0.4801696173232861
0.43,1000.51,96.6,1,Normal,0.48078637618163594
0.37,1000.63,96.5,1,Normal,0.481877574015729
0.3,1000.74,96.5,1,Normal,0.484413799773318
0.31,1000.85,96.5,1,Normal,0.48531557748888
0.35,1000.94,96.4,1,Normal,0.48500655334163156
0.3,1001.02,96.3,1,Normal,0.4841173563168796
0.3,1001.03,96.3,1,Normal,0.4841173563168796
0.3,1001.09,96.2,1,Normal,0.48706285836581364
0.18,1001.17,96.0,1,Normal,0.4874347601396445
0.08,1001.2,96.2,1,Normal,0.4878246417179296
0.07,1001.33,96.5,1,Normal,0.49116971494845896
0.2,1001.31,96.6,1,Normal,0.4910270120827591
0.27,1001.29,96.4,1,Normal,0.49003135642496565
0.2,1001.27,96.1,1,Normal,0.48630505792681555
0.16,1001.29,96.1,1,Normal,0.4866679320851242
15.16,1001.28,95.9,1,Normal,0.513928002176715
0.16,1001.29,95.7,1,Normal,0.4847204248745974
0.15,1001.27,95.7,1,Normal,0.4847204248745974
0.18,1001.25,95.5,1,Normal,0.48216275442017487
0.18,1001.19,95.3,1,Normal,0.4809279893805675
0.16,1001.16,95.2,1,Normal,0.4795610336000246
0.2,1001.16,95.1,1,Normal,0.47520424877219763
0.3,1001.27,94.8,1,Normal,0.4743251993921054
0.48,1001.38,94.5,1,Normal,0.47368127038738617
0.56,1001.46,94.0,1,Normal,0.4720498684336854
0.56,1001.51,93.6,1,Normal,0.46882136414773706
0.56,1001.48,93.3,1,Normal,0.46989572102402655
0.68,1001.45,93.5,1,Normal,0.46882136414773706
0.86,1001.5,93.4,1,Normal,0.46929052634517415
1.08,1001.53,93.5,1,Normal,0.4697137797768638
1.28,1001.53,93.1,1,Normal,0.47133305416883187
1.36,1001.56,92.6,1,Normal,0.47006989044355335
1.39,1001.53,92.6,1,Normal,0.46866899413953433
1.29,1001.52,92.7,1,Normal,0.4693170258942173
1.16,1001.6,93.0,1,Normal,0.47274191360225654
1.12,1001.47,93.5,1,Normal,0.47066815376996957
1.23,1001.4,93.9,1,Normal,0.47085060000543993
1.4,1001.4,94.1,1,Normal,0.47313175976256494
1.63,1001.41,94.0,1,Normal,0.47469405756281996
1.52,1001.45,93.5,1,Normal,0.46786418281848935
1.4,1001.43,93.7,1,Normal,0.46979359281997796
1.43,1001.53,94.0,1,Normal,0.47168716083643447
1.46,1001.58,93.8,1,Normal,0.4705636705118359
1.62,1001.48,93.5,1,Normal,0.469292138743203
1.81,1001.43,93.2,1,Normal,0.4709862046483673
1.88,1001.45,92.7,1,Normal,0.4657874003295622
1.81,1001.33,92.1,1,Normal,0.46134203105565036
1.8,1001.32,92.2,1,Normal,0.4638245531639379
1.74,1001.46,92.3,1,Normal,0.46461480462454374
1.7,1001.5,92.5,1,Normal,0.46726977205130216
1.7,1001.49,92.5,1,Normal,0.46726977205130216
1.75,1001.47,92.4,1,Normal,0.4673353433998159
1.73,1001.4,92.4,1,Normal,0.4662529472453509
1.72,1001.39,92.4,1,Normal,0.4662529472453509
1.78,1001.28,92.2,1,Normal,0.4638245531639379
1.82,1001.29,91.8,1,Normal,0.45885914530440125
1.88,1001.3,91.3,1,Normal,0.4572271189886539
1.95,1001.33,91.0,1,Normal,0.4550256214966282
2.0,1001.38,90.3,1,Normal,0.4557063595712595
1.95,1001.42,89.6,1,Normal,0.4554206265533409
1.9,1001.41,89.2,1,Normal,0.45710423430340674
1.89,1001.4,89.2,1,Normal,0.45604553443748114
1.97,1001.29,89.5,1,Normal,0.4536604657702347
2.06,1001.2,89.5,1,Normal,0.45519395743991253
2.05,1001.06,89.8,1,Normal,0.45129903865366344
1.92,1001.04,89.6,1,Normal,0.45207609760746353
1.79,1001.03,89.6,1,Normal,0.4544046031729753
1.7,1001.1,90.0,1,Normal,0.455378021072444
1.7,1001.03,90.2,1,Normal,0.45329778894187395
1.66,1001.04,90.3,1,Normal,0.45424666668484076
1.63,1000.98,90.3,1,Normal,0.45281394149006365
1.54,1000.95,90.5,1,Normal,0.4541155691729904
1.45,1001.12,90.9,1,Normal,0.45872422488439846
1.43,1001.22,91.1,1,Normal,0.45621051883897995
1.4,1001.51,91.2,1,Normal,0.46015147418968677
1.42,1001.51,91.2,1,Normal,0.46015147418968677
1.35,1001.39,91.3,1,Normal,0.4599852078225463
1.27,1001.3,91.7,1,Normal,0.46040025117364486
1.19,1001.17,92.3,1,Normal,0.4646300491801676
1.1,1000.91,92.6,1,Normal,0.46466062938228003
